8.0,318.00,150.00,4077.0,14.00,72.0,1.0,14.00
4.0,121.00,112.00,2933.0,14.05,72.0,2.0,18.00
4.0,121.00,76.000,2511.0,18.00,72.0,2.0,22.00
4.0,120.00,87.000,2979.0,19.05,72.0,2.0,21.00
4.0,96.000,69.000,2189.0,18.00,72.0,2.0,26.00
4.0,122.00,86.000,2395.0,16.00,72.0,1.0,22.00
4.0,97.000,92.000,2288.0,17.00,72.0,3.0,28.00
4.0,120.00,97.000,2506.0,14.05,72.0,3.0,23.00
4.0,98.000,80.000,2164.0,15.00,72.0,1.0,28.00
4.0,97.000,88.000,2100.0,16.05,72.0,3.0,27.00
8.0,350.00,175.00,4100.0,13.00,73.0,1.0,13.00
8.0,304.00,150.00,3672.0,11.05,73.0,1.0,14.00
8.0,350.00,145.00,3988.0,13.00,73.0,1.0,13.00
8.0,302.00,137.00,4042.0,14.05,73.0,1.0,14.00
8.0,318.00,150.00,3777.0,12.05,73.0,1.0,15.00
8.0,429.00,198.00,4952.0,11.05,73.0,1.0,12.00
8.0,400.00,150.00,4464.0,12.00,73.0,1.0,13.00
8.0,351.00,158.00,4363.0,13.00,73.0,1.0,13.00
8.0,318.00,150.00,4237.0,14.05,73.0,1.0,14.00
8.0,440.00,215.00,4735.0,11.00,73.0,1.0,13.00
8.0,455.00,225.00,4951.0,11.00,73.0,1.0,12.00
8.0,360.00,175.00,3821.0,11.00,73.0,1.0,13.00
6.0,225.00,105.00,3121.0,16.05,73.0,1.0,18.00
6.0,250.00,100.00,3278.0,18.00,73.0,1.0,16.00
6.0,232.00,100.00,2945.0,16.00,73.0,1.0,18.00
6.0,250.00,88.000,3021.0,16.05,73.0,1.0,18.00
6.0,198.00,95.000,2904.0,16.00,73.0,1.0,23.00
4.0,97.000,46.000,1950.0,21.00,73.0,2.0,26.00
8.0,400.00,150.00,4997.0,14.00,73.0,1.0,11.00
8.0,400.00,167.00,4906.0,12.05,73.0,1.0,12.00
8.0,360.00,170.00,4654.0,13.00,73.0,1.0,13.00
8.0,350.00,180.00,4499.0,12.05,73.0,1.0,12.00
6.0,232.00,100.00,2789.0,15.00,73.0,1.0,18.00
4.0,97.000,88.000,2279.0,19.00,73.0,3.0,20.00
4.0,140.00,72.000,2401.0,19.05,73.0,1.0,21.00
4.0,108.00,94.000,2379.0,16.05,73.0,3.0,22.00
3.0,70.000,90.000,2124.0,13.05,73.0,3.0,18.00
4.0,122.00,85.000,2310.0,18.05,73.0,1.0,19.00
6.0,155.00,107.00,2472.0,14.00,73.0,1.0,21.00
4.0,98.000,90.000,2265.0,15.05,73.0,2.0,26.00
8.0,350.00,145.00,4082.0,13.00,73.0,1.0,15.00
8.0,400.00,230.00,4278.0,9.050,73.0,1.0,16.00
4.0,68.000,49.000,1867.0,19.05,73.0,2.0,29.00
4.0,116.00,75.000,2158.0,15.05,73.0,2.0,24.00
4.0,114.00,91.000,2582.0,14.00,73.0,2.0,20.00
4.0,121.00,112.00,2868.0,15.05,73.0,2.0,19.00
8.0,318.00,150.00,3399.0,11.00,73.0,1.0,15.00
4.0,121.00,110.00,2660.0,14.00,73.0,2.0,24.00
6.0,156.00,122.00,2807.0,13.05,73.0,3.0,20.00
8.0,350.00,180.00,3664.0,11.00,73.0,1.0,11.00
6.0,198.00,95.000,3102.0,16.05,74.0,1.0,20.00
6.0,232.00,100.00,2901.0,16.00,74.0,1.0,19.00
6.0,250.00,100.00,3336.0,17.00,74.0,1.0,15.00
4.0,79.000,67.000,1950.0,19.00,74.0,3.0,31.00
4.0,122.00,80.000,2451.0,16.05,74.0,1.0,26.00
4.0,71.000,65.000,1836.0,21.00,74.0,3.0,32.00
4.0,140.00,75.000,2542.0,17.00,74.0,1.0,25.00
6.0,250.00,100.00,3781.0,17.00,74.0,1.0,16.00
6.0,258.00,110.00,3632.0,18.00,74.0,1.0,16.00
6.0,225.00,105.00,3613.0,16.05,74.0,1.0,18.00
8.0,302.00,140.00,4141.0,14.00,74.0,1.0,16.00
8.0,350.00,150.00,4699.0,14.05,74.0,1.0,13.00
8.0,318.00,150.00,4457.0,13.05,74.0,1.0,14.00
8.0,302.00,140.00,4638.0,16.00,74.0,1.0,14.00
8.0,304.00,150.00,4257.0,15.05,74.0,1.0,14.00
4.0,98.000,83.000,2219.0,16.05,74.0,2.0,29.00
4.0,79.000,67.000,1963.0,15.05,74.0,2.0,26.00
4.0,97.000,78.000,2300.0,14.05,74.0,2.0,26.00
4.0,76.000,52.000,1649.0,16.05,74.0,3.0,31.00
4.0,83.000,61.000,2003.0,19.00,74.0,3.0,32.00
4.0,90.000,75.000,2125.0,14.05,74.0,1.0,28.00
4.0,90.000,75.000,2108.0,15.05,74.0,2.0,24.00
4.0,116.00,75.000,2246.0,14.00,74.0,2.0,26.00
4.0,120.00,97.000,2489.0,15.00,74.0,3.0,24.00
4.0,108.00,93.000,2391.0,15.05,74.0,3.0,26.00
4.0,79.000,67.000,2000.0,16.00,74.0,2.0,31.00
6.0,225.00,95.000,3264.0,16.00,75.0,1.0,19.00
6.0,250.00,105.00,3459.0,16.00,75.0,1.0,18.00
6.0,250.00,72.000,3432.0,21.00,75.0,1.0,15.00
6.0,250.00,72.000,3158.0,19.05,75.0,1.0,15.00
8.0,400.00,170.00,4668.0,11.05,75.0,1.0,16.00
8.0,350.00,145.00,4440.0,14.00,75.0,1.0,15.00
8.0,318.00,150.00,4498.0,14.05,75.0,1.0,16.00
8.0,351.00,148.00,4657.0,13.05,75.0,1.0,14.00
6.0,231.00,110.00,3907.0,21.00,75.0,1.0,17.00
6.0,250.00,105.00,3897.0,18.05,75.0,1.0,16.00
6.0,258.00,110.00,3730.0,19.00,75.0,1.0,15.00
6.0,225.00,95.000,3785.0,19.00,75.0,1.0,18.00
6.0,231.00,110.00,3039.0,15.00,75.0,1.0,21.00
8.0,262.00,110.00,3221.0,13.05,75.0,1.0,20.00
8.0,302.00,129.00,3169.0,12.00,75.0,1.0,13.00
4.0,97.000,75.000,2171.0,16.00,75.0,3.0,29.00
4.0,140.00,83.000,2639.0,17.00,75.0,1.0,23.00
6.0,232.00,100.00,2914.0,16.00,75.0,1.0,20.00
4.0,140.00,78.000,2592.0,18.05,75.0,1.0,23.00
4.0,134.00,96.000,2702.0,13.05,75.0,3.0,24.00
4.0,90.000,71.000,2223.0,16.05,75.0,2.0,25.00
4.0,119.00,97.000,2545.0,17.00,75.0,3.0,24.00
6.0,171.00,97.000,2984.0,14.05,75.0,1.0,18.00
4.0,90.000,70.000,1937.0,14.00,75.0,2.0,29.00
6.0,232.00,90.000,3211.0,17.00,75.0,1.0,19.00
4.0,115.00,95.000,2694.0,15.00,75.0,2.0,23.00
4.0,120.00,88.000,2957.0,17.00,75.0,2.0,23.00
4.0,121.00,98.000,2945.0,14.05,75.0,2.0,22.00
4.0,121.00,115.00,2671.0,13.05,75.0,2.0,25.00
4.0,91.000,53.000,1795.0,17.05,75.0,3.0,33.00
4.0,107.00,86.000,2464.0,15.05,76.0,2.0,28.00
4.0,116.00,81.000,2220.0,16.09,76.0,2.0,25.00
4.0,140.00,92.000,2572.0,14.09,76.0,1.0,25.00
4.0,98.000,79.000,2255.0,17.07,76.0,1.0,26.00
4.0,101.00,83.000,2202.0,15.03,76.0,2.0,27.00
8.0,305.00,140.00,4215.0,13.00,76.0,1.0,17.05
8.0,318.00,150.00,4190.0,13.00,76.0,1.0,16.00
8.0,304.00,120.00,3962.0,13.09,76.0,1.0,15.05
8.0,351.00,152.00,4215.0,12.08,76.0,1.0,14.05
6.0,225.00,100.00,3233.0,15.04,76.0,1.0,22.00
6.0,250.00,105.00,3353.0,14.05,76.0,1.0,22.00
6.0,200.00,81.000,3012.0,17.06,76.0,1.0,24.00
6.0,232.00,90.000,3085.0,17.06,76.0,1.0,22.05
4.0,85.000,52.000,2035.0,22.02,76.0,1.0,29.00
4.0,98.000,60.000,2164.0,22.01,76.0,1.0,24.05
4.0,90.000,70.000,1937.0,14.02,76.0,2.0,29.00
4.0,91.000,53.000,1795.0,17.04,76.0,3.0,33.00
6.0,225.00,100.00,3651.0,17.07,76.0,1.0,20.00
6.0,250.00,78.000,3574.0,21.00,76.0,1.0,18.00
6.0,250.00,110.00,3645.0,16.02,76.0,1.0,18.05
6.0,258.00,95.000,3193.0,17.08,76.0,1.0,17.05
4.0,97.000,71.000,1825.0,12.02,76.0,2.0,29.05
4.0,85.000,70.000,1990.0,17.00,76.0,3.0,32.00
4.0,97.000,75.000,2155.0,16.04,76.0,3.0,28.00
4.0,140.00,72.000,2565.0,13.06,76.0,1.0,26.05
4.0,130.00,102.00,3150.0,15.07,76.0,2.0,20.00
8.0,318.00,150.00,3940.0,13.02,76.0,1.0,13.00
4.0,120.00,88.000,3270.0,21.09,76.0,2.0,19.00
6.0,156.00,108.00,2930.0,15.05,76.0,3.0,19.00
6.0,168.00,120.00,3820.0,16.07,76.0,2.0,16.05
8.0,350.00,180.00,4380.0,12.01,76.0,1.0,16.05
8.0,350.00,145.00,4055.0,12.00,76.0,1.0,13.00
8.0,302.00,130.00,3870.0,15.00,76.0,1.0,13.00
8.0,318.00,150.00,3755.0,14.00,76.0,1.0,13.00
4.0,98.000,68.000,2045.0,18.05,77.0,3.0,31.05
4.0,111.00,80.000,2155.0,14.08,77.0,1.0,30.00
4.0,79.000,58.000,1825.0,18.06,77.0,2.0,36.00
4.0,122.00,96.000,2300.0,15.05,77.0,1.0,25.05
4.0,85.000,70.000,1945.0,16.08,77.0,3.0,33.05
8.0,305.00,145.00,3880.0,12.05,77.0,1.0,17.05
8.0,260.00,110.00,4060.0,19.00,77.0,1.0,17.00
8.0,318.00,145.00,4140.0,13.07,77.0,1.0,15.05
8.0,302.00,130.00,4295.0,14.09,77.0,1.0,15.00
6.0,250.00,110.00,3520.0,16.04,77.0,1.0,17.05
6.0,231.00,105.00,3425.0,16.09,77.0,1.0,20.05
6.0,225.00,100.00,3630.0,17.07,77.0,1.0,19.00
6.0,250.00,98.000,3525.0,19.00,77.0,1.0,18.05
8.0,400.00,180.00,4220.0,11.01,77.0,1.0,16.00
8.0,350.00,170.00,4165.0,11.04,77.0,1.0,15.05
8.0,400.00,190.00,4325.0,12.02,77.0,1.0,15.05
8.0,351.00,149.00,4335.0,14.05,77.0,1.0,16.00
4.0,97.000,78.000,1940.0,14.05,77.0,2.0,29.00
4.0,151.00,88.000,2740.0,16.00,77.0,1.0,24.05
4.0,97.000,75.000,2265.0,18.02,77.0,3.0,26.00
4.0,140.00,89.000,2755.0,15.08,77.0,1.0,25.05
4.0,98.000,63.000,2051.0,17.00,77.0,1.0,30.05
4.0,98.000,83.000,2075.0,15.09,77.0,1.0,33.05
4.0,97.000,67.000,1985.0,16.04,77.0,3.0,30.00
4.0,97.000,78.000,2190.0,14.01,77.0,2.0,30.05
6.0,146.00,97.000,2815.0,14.05,77.0,3.0,22.00
4.0,121.00,110.00,2600.0,12.08,77.0,2.0,21.05
3.0,80.000,110.00,2720.0,13.05,77.0,3.0,21.05
4.0,90.000,48.000,1985.0,21.05,78,2.0,43.01
4.0,98.000,66.000,1800.0,14.04,78,1.0,36.01
4.0,78.000,52.000,1985.0,19.04,78.0,3.0,32.08
4.0,85.000,70.000,2070.0,18.06,78.0,3.0,39.04
4.0,91.000,60.000,1800.0,16.04,78.0,3.0,36.01
8.0,260.00,110.00,3365.0,15.05,78.0,1.0,19.09
8.0,318.00,140.00,3735.0,13.02,78.0,1.0,19.04
8.0,302.00,139.00,3570.0,12.08,78.0,1.0,20.02
6.0,231.00,105.00,3535.0,19.02,78.0,1.0,19.02
6.0,200.00,95.000,3155.0,18.02,78.0,1.0,20.05
6.0,200.00,85.000,2965.0,15.08,78.0,1.0,20.02
4.0,140.00,88.000,2720.0,15.04,78.0,1.0,25.01
6.0,225.00,100.00,3430.0,17.02,78.0,1.0,20.05
6.0,232.00,90.000,3210.0,17.02,78.0,1.0,19.04
6.0,231.00,105.00,3380.0,15.08,78.0,1.0,20.06
6.0,200.00,85.000,3070.0,16.07,78.0,1.0,20.08
6.0,225.00,110.00,3620.0,18.07,78.0,1.0,18.06
6.0,258.00,120.00,3410.0,15.01,78.0,1.0,18.01
8.0,305.00,145.00,3425.0,13.02,78.0,1.0,19.02
6.0,231.00,165.00,3445.0,13.04,78.0,1.0,17.07
8.0,302.00,139.00,3205.0,11.02,78.0,1.0,18.01
8.0,318.00,140.00,4080.0,13.07,78.0,1.0,17.05
4.0,98.000,68.000,2155.0,16.05,78.0,1.0,30.00
4.0,134.00,95.000,2560.0,14.02,78.0,3.0,27.05
4.0,119.00,97.000,2300.0,14.07,78.0,3.0,27.02
4.0,105.00,75.000,2230.0,14.05,78.0,1.0,30.09
4.0,134.00,95.000,2515.0,14.08,78.0,3.0,21.01
4.0,156.00,105.00,2745.0,16.07,78.0,1.0,23.02
4.0,151.00,85.000,2855.0,17.06,78.0,1.0,23.08
4.0,119.00,97.000,2405.0,14.09,78.0,3.0,23.09
5.0,131.00,103.00,2830.0,15.09,78.0,2.0,20.03
6.0,163.00,125.00,3140.0,13.06,78.0,2.0,17.00
4.0,121.00,115.00,2795.0,15.07,78.0,2.0,21.06
6.0,163.00,133.00,3410.0,15.08,78.0,2.0,16.02
4.0,89.000,71.000,1990.0,14.09,78.0,2.0,31.05
4.0,98.000,68.000,2135.0,16.06,78.0,3.0,29.05
6.0,231.00,115.00,3245.0,15.04,79.0,1.0,21.05
6.0,200.00,85.000,2990.0,18.02,79.0,1.0,19.08
4.0,140.00,88.000,2890.0,17.03,79.0,1.0,22.03
6.0,232.00,90.000,3265.0,18.02,79.0,1.0,20.02
6.0,225.00,110.00,3360.0,16.06,79.0,1.0,20.06
8.0,305.00,130.00,3840.0,15.04,79.0,1.0,17.00
8.0,302.00,129.00,3725.0,13.04,79.0,1.0,17.06
8.0,351.00,138.00,3955.0,13.02,79.0,1.0,16.05
8.0,318.00,135.00,3830.0,15.02,79.0,1.0,18.02
8.0,350.00,155.00,4360.0,14.09,79.0,1.0,16.09
8.0,351.00,142.00,4054.0,14.03,79.0,1.0,15.05
8.0,267.00,125.00,3605.0,15.00,79.0,1.0,19.02
8.0,360.00,150.00,3940.0,13.00,79.0,1.0,18.05
4.0,89.000,71.000,1925.0,14.00,79.0,2.0,31.09
4.0,86.000,65.000,1975.0,15.02,79.0,3.0,34.01
4.0,98.000,80.000,1915.0,14.04,79.0,1.0,35.07
4.0,121.00,80.000,2670.0,15.00,79.0,1.0,27.04
5.0,183.00,77.000,3530.0,20.01,79.0,2.0,25.04
8.0,350.00,125.00,3900.0,17.04,79.0,1.0,23.00
4.0,141.00,71.000,3190.0,24.08,79.0,2.0,27.02
8.0,260.00,90.000,3420.0,22.02,79.0,1.0,23.09
4.0,105.00,70.000,2200.0,13.02,79.0,1.0,34.02
4.0,105.00,70.000,2150.0,14.09,79.0,1.0,34.05
4.0,85.000,65.000,2020.0,19.02,79.0,3.0,31.08
4.0,91.000,69.000,2130.0,14.07,79.0,2.0,37.03
4.0,151.00,90.000,2670.0,16.00,79.0,1.0,28.04
6.0,173.00,115.00,2595.0,11.03,79.0,1.0,28.08
6.0,173.00,115.00,2700.0,12.09,79.0,1.0,26.08
4.0,151.00,90.000,2556.0,13.02,79.0,1.0,33.05
4.0,98.000,76.000,2144.0,14.07,80.0,2.0,41.05
4.0,89.000,60.000,1968.0,18.08,80.0,3.0,38.01
4.0,98.000,70.000,2120.0,15.05,80.0,1.0,32.01
4.0,86.000,65.000,2019.0,16.04,80.0,3.0,37.02
4.0,151.00,90.000,2678.0,16.05,80.0,1.0,28.00
4.0,140.00,88.000,2870.0,18.01,80.0,1.0,26.04
4.0,151.00,90.000,3003.0,20.01,80.0,1.0,24.03
6.0,225.00,90.000,3381.0,18.07,80.0,1.0,19.01
4.0,97.000,78.000,2188.0,15.08,80.0,2.0,34.03
4.0,134.00,90.000,2711.0,15.05,80.0,3.0,29.08
4.0,120.00,75.000,2542.0,17.05,80.0,3.0,31.03
4.0,119.00,92.000,2434.0,15.00,80.0,3.0,37.00
4.0,108.00,75.000,2265.0,15.02,80.0,3.0,32.02
4.0,86.000,65.000,2110.0,17.09,80.0,3.0,46.06
4.0,156.00,105.00,2800.0,14.04,80.0,1.0,27.09
4.0,85.000,65.000,2110.0,19.02,80.0,3.0,40.08
4.0,90.000,48.000,2085.0,21.07,80.0,2.0,44.03
4.0,90.000,48.000,2335.0,23.07,80.0,2.0,43.04
5.0,121.00,67.000,2950.0,19.09,80.0,2.0,36.04
4.0,146.00,67.000,3250.0,21.08,80.0,2.0,30.00
4.0,91.000,67.000,1850.0,13.08,80.0,3.0,44.06
4.0,97.000,67.000,2145.0,18.00,80.0,3.0,33.08
4.0,89.000,62.000,1845.0,15.03,80.0,2.0,29.08
6.0,168.00,132.00,2910.0,11.04,80.0,3.0,32.07
3.0,70.000,100.00,2420.0,12.05,80.0,3.0,23.07
4.0,122.00,88.000,2500.0,15.01,80.0,2.0,35.00
4.0,107.00,72.000,2290.0,17.00,80.0,3.0,32.04
4.0,135.00,84.000,2490.0,15.07,81.0,1.0,27.02
4.0,151.00,84.000,2635.0,16.04,81.0,1.0,26.06
4.0,156.00,92.000,2620.0,14.04,81.0,1.0,25.08
6.0,173.00,110.00,2725.0,12.06,81.0,1.0,23.05
4.0,135.00,84.000,2385.0,12.09,81.0,1.0,30.00
4.0,79.000,58.000,1755.0,16.09,81.0,3.0,39.01
4.0,86.000,64.000,1875.0,16.04,81.0,1.0,39.00
4.0,81.000,60.000,1760.0,16.01,81.0,3.0,35.01
4.0,97.000,67.000,2065.0,17.08,81.0,3.0,32.03
4.0,85.000,65.000,1975.0,19.04,81.0,3.0,37.00
4.0,89.000,62.000,2050.0,17.03,81.0,3.0,37.07
4.0,91.000,68.000,1985.0,16.00,81.0,3.0,34.01
4.0,105.00,63.000,2215.0,14.09,81.0,1.0,34.07
4.0,98.000,65.000,2045.0,16.02,81.0,1.0,34.04
4.0,98.000,65.000,2380.0,20.07,81.0,1.0,29.09
4.0,105.00,74.000,2190.0,14.02,81.0,2.0,33.00
4.0,107.00,75.000,2210.0,14.04,81.0,3.0,33.07
4.0,108.00,75.000,2350.0,16.08,81.0,3.0,32.04
4.0,119.00,100.00,2615.0,14.08,81.0,3.0,32.09
4.0,120.00,74.000,2635.0,18.03,81.0,3.0,31.06
4.0,141.00,80.000,3230.0,20.04,81.0,2.0,28.01
6.0,145.00,76.000,3160.0,19.06,81.0,2.0,30.07
6.0,168.00,116.00,2900.0,12.06,81.0,3.0,25.04
6.0,146.00,120.00,2930.0,13.08,81.0,3.0,24.02
6.0,231.00,110.00,3415.0,15.08,81.0,1.0,22.04
8.0,350.00,105.00,3725.0,19.00,81.0,1.0,26.06
6.0,200.00,88.000,3060.0,17.01,81.0,1.0,20.02
6.0,225.00,85.000,3465.0,16.06,81.0,1.0,17.06
4.0,112.00,88.000,2605.0,19.06,82.0,1.0,28.00
4.0,112.00,88.000,2640.0,18.06,82.0,1.0,27.00
4.0,112.00,88.000,2395.0,18.00,82.0,1.0,34.00
4.0,112.00,85.000,2575.0,16.02,82.0,1.0,31.00
4.0,135.00,84.000,2525.0,16.00,82.0,1.0,29.00
4.0,151.00,90.000,2735.0,18.00,82.0,1.0,27.00
4.0,140.00,92.000,2865.0,16.04,82.0,1.0,24.00
4.0,105.00,74.000,1980.0,15.03,82.0,2.0,36.00
4.0,91.000,68.000,2025.0,18.02,82.0,3.0,37.00
4.0,91.000,68.000,1970.0,17.06,82.0,3.0,31.00
4.0,105.00,63.000,2125.0,14.07,82.0,1.0,38.00
4.0,98.000,70.000,2125.0,17.03,82.0,1.0,36.00
4.0,120.00,88.000,2160.0,14.05,82.0,3.0,36.00
4.0,107.00,75.000,2205.0,14.05,82.0,3.0,36.00
4.0,108.00,70.000,2245,16.09,82.0,3.0,34.00
4.0,91.000,67.000,1965.0,15.00,82.0,3.0,38.00
4.0,91.000,67.000,1965.0,15.07,82.0,3.0,32.00
4.0,91.000,67.000,1995.0,16.02,82.0,3.0,38.00
6.0,181.00,110.00,2945.0,16.04,82.0,1.0,25.00
6.0,262.00,85.000,3015.0,17.00,82.0,1.0,38.00
4.0,156.00,92.000,2585.0,14.05,82.0,1.0,26.00
6.0,232.00,112.00,2835,14.07,82.0,1.0,22.00
4.0,144.00,96.000,2665.0,13.09,82.0,3.0,32.00
4.0,135.00,84.000,2370.0,13.00,82.0,1.0,36.00
4.0,151.00,90.000,2950.0,17.03,82.0,1.0,27.00
4.0,140.00,86.000,2790.0,15.06,82.0,1.0,27.00
4.0,97.000,52.000,2130.0,24.06,82.0,2.0,44.00
4.0,135.00,84.000,2295.0,11.06,82.0,1.0,32.00
4.0,120.00,79.000,2625.0,18.06,82.0,1.0,28.00
4.0,119.00,82.000,2720.0,19.04,82.0,1.0,31.00
