Iteration,Objective,Score,MinOut,MaxOut,stdDevMinOutPos,stdDevMinOutNeg,StdDevMaxOutPos,StdDevMaxOutNeg,HyperplanePercentage
80,1.81175e+06,0,-0.495306,-nan,0.00105308,0.00107334,-nan,-nan,2.19924e-15
81,1.80304e+06,0,-0.498936,-nan,0.00104055,0.00106072,-nan,-nan,2.20976e-15
82,1.79444e+06,0,-0.502524,-nan,0.00102817,0.00104825,-nan,-nan,2.22025e-15
83,1.78593e+06,0,-0.506068,-nan,0.00101594,0.00103593,-nan,-nan,2.23071e-15
84,1.77753e+06,0,-0.50957,-nan,0.00100369,0.00102393,-nan,-nan,2.24115e-15
85,1.76923e+06,0,-0.51303,-nan,0.00099175,0.00101189,-nan,-nan,2.25155e-15
86,1.76103e+06,0,-0.51645,-nan,0.000979952,0.00100001,-nan,-nan,2.26193e-15
87,1.75293e+06,0,-0.519828,-nan,0.000968295,0.000988263,-nan,-nan,2.27228e-15
88,1.74492e+06,0,-0.523166,-nan,0.000956778,0.000976658,-nan,-nan,2.2826e-15
89,1.73701e+06,0,-0.526464,-nan,0.000945241,0.000965354,-nan,-nan,2.29289e-15
90,1.72919e+06,0,-0.529723,-nan,0.000933999,0.000954023,-nan,-nan,2.30314e-15
91,1.72146e+06,0,-0.532943,-nan,0.00092289,0.000942827,-nan,-nan,2.31337e-15
92,1.71383e+06,0,-0.536124,-nan,0.000911914,0.000931764,-nan,-nan,2.32356e-15
93,1.70629e+06,0,-0.539268,-nan,0.00090092,0.000920988,-nan,-nan,2.33372e-15
94,1.69884e+06,0,-0.542374,-nan,0.000890207,0.000910186,-nan,-nan,2.34384e-15
95,1.69147e+06,0,-0.545443,-nan,0.000879621,0.000899513,-nan,-nan,2.35393e-15
96,1.6842e+06,0,-0.548476,-nan,0.000869161,0.000888967,-nan,-nan,2.36398e-15
97,1.67701e+06,0,-0.551472,-nan,0.000858827,0.000878548,-nan,-nan,2.374e-15
98,1.66991e+06,0,-0.554432,-nan,0.000848475,0.000868398,-nan,-nan,2.38398e-15
99,1.66289e+06,0,-0.557358,-nan,0.000838387,0.000858224,-nan,-nan,2.39393e-15
100,1.65596e+06,0,-0.560248,-nan,0.00082842,0.000848171,-nan,-nan,2.40384e-15
101,1.64911e+06,0,-0.563104,-nan,0.000818571,0.000838238,-nan,-nan,2.41371e-15
102,1.64234e+06,0,-0.565926,-nan,0.00080884,0.000828423,-nan,-nan,2.42354e-15
103,1.63565e+06,0,-0.568714,-nan,0.000799094,0.000818864,-nan,-nan,2.43333e-15
104,1.62904e+06,0,-0.571469,-nan,0.000789595,0.000809281,-nan,-nan,2.44309e-15
105,1.62251e+06,0,-0.574191,-nan,0.00078021,0.000799812,-nan,-nan,2.4528e-15
106,1.61606e+06,0,-0.57688,-nan,0.000770937,0.000790456,-nan,-nan,2.46248e-15
107,1.60968e+06,0,-0.579538,-nan,0.000761649,0.000781343,-nan,-nan,2.47211e-15
108,1.60338e+06,0,-0.582163,-nan,0.000752597,0.000772208,-nan,-nan,2.48171e-15
109,1.59716e+06,0,-0.584758,-nan,0.000743654,0.000763182,-nan,-nan,2.49126e-15
110,1.59101e+06,0,-0.587321,-nan,0.000734817,0.000754263,-nan,-nan,2.50077e-15
111,1.58493e+06,0,-0.589854,-nan,0.000726086,0.000745451,-nan,-nan,2.51023e-15
112,1.57893e+06,0,-0.592357,-nan,0.000717341,0.000736868,-nan,-nan,2.51966e-15
113,1.573e+06,0,-0.59483,-nan,0.000708818,0.000728263,-nan,-nan,2.52904e-15
114,1.56714e+06,0,-0.597273,-nan,0.000700397,0.000719761,-nan,-nan,2.53838e-15
115,1.56134e+06,0,-0.599687,-nan,0.000692077,0.000711361,-nan,-nan,2.54767e-15
116,1.55562e+06,0,-0.602073,-nan,0.000683743,0.000703179,-nan,-nan,2.55692e-15
117,1.54997e+06,0,-0.60443,-nan,0.000675621,0.000694977,-nan,-nan,2.56612e-15
118,1.54438e+06,0,-0.606759,-nan,0.000667597,0.000686872,-nan,-nan,2.57528e-15
119,1.53886e+06,0,-0.60906,-nan,0.000659668,0.000678865,-nan,-nan,2.5844e-15
120,1.53341e+06,0,-0.611333,-nan,0.000651834,0.000670952,-nan,-nan,2.59346e-15
121,1.52802e+06,0,-0.61358,-nan,0.000643987,0.000663247,-nan,-nan,2.60249e-15
122,1.52269e+06,0,-0.6158,-nan,0.00063634,0.000655521,-nan,-nan,2.61146e-15
123,1.51743e+06,0,-0.617993,-nan,0.000628784,0.000647887,-nan,-nan,2.62039e-15
124,1.51223e+06,0,-0.62016,-nan,0.000621319,0.000640345,-nan,-nan,2.62927e-15
125,1.5071e+06,0,-0.622301,-nan,0.000613942,0.000632893,-nan,-nan,2.63811e-15
126,1.50202e+06,0,-0.624417,-nan,0.000606554,0.000625635,-nan,-nan,2.6469e-15
127,1.49701e+06,0,-0.626507,-nan,0.000599354,0.000618358,-nan,-nan,2.65564e-15
128,1.49205e+06,0,-0.628573,-nan,0.00059224,0.000611168,-nan,-nan,2.66433e-15
129,1.48715e+06,0,-0.630613,-nan,0.000585211,0.000604064,-nan,-nan,2.67297e-15
130,1.48232e+06,0,-0.63263,-nan,0.000578171,0.000597146,-nan,-nan,2.68156e-15
131,1.47754e+06,0,-0.634622,-nan,0.00057131,0.000590209,-nan,-nan,2.69011e-15
132,1.47281e+06,0,-0.636591,-nan,0.00056453,0.000583356,-nan,-nan,2.69861e-15
133,1.46815e+06,0,-0.638536,-nan,0.000557832,0.000576584,-nan,-nan,2.70705e-15
134,1.46354e+06,0,-0.640458,-nan,0.000551214,0.000569893,-nan,-nan,2.71545e-15
135,1.45898e+06,0,-0.642357,-nan,0.000544585,0.000563377,-nan,-nan,2.7238e-15
136,1.45448e+06,0,-0.644234,-nan,0.000538125,0.000556843,-nan,-nan,2.7321e-15
137,1.45003e+06,0,-0.646088,-nan,0.000531742,0.000550388,-nan,-nan,2.74035e-15
138,1.44564e+06,0,-0.64792,-nan,0.000525436,0.00054401,-nan,-nan,2.74855e-15
139,1.44129e+06,0,-0.64973,-nan,0.000519204,0.000537708,-nan,-nan,2.7567e-15
140,1.437e+06,0,-0.651518,-nan,0.000512963,0.000531571,-nan,-nan,2.76479e-15
141,1.43276e+06,0,-0.653286,-nan,0.000506881,0.000525417,-nan,-nan,2.77284e-15
142,1.42858e+06,0,-0.655032,-nan,0.000500871,0.000519337,-nan,-nan,2.78084e-15
143,1.42444e+06,0,-0.656757,-nan,0.000494933,0.00051333,-nan,-nan,2.78878e-15
144,1.42035e+06,0,-0.658462,-nan,0.000488986,0.00050748,-nan,-nan,2.79668e-15
145,1.41631e+06,0,-0.660146,-nan,0.00048319,0.000501614,-nan,-nan,2.80452e-15
146,1.41231e+06,0,-0.66181,-nan,0.000477463,0.000495819,-nan,-nan,2.81232e-15
147,1.40837e+06,0,-0.663455,-nan,0.000471805,0.000490092,-nan,-nan,2.82006e-15
148,1.40447e+06,0,-0.665079,-nan,0.000466215,0.000484434,-nan,-nan,2.82775e-15
149,1.40062e+06,0,-0.666685,-nan,0.000460615,0.000478925,-nan,-nan,2.83539e-15
150,1.39681e+06,0,-0.668271,-nan,0.000455158,0.0004734,-nan,-nan,2.84298e-15
151,1.39305e+06,0,-0.669838,-nan,0.000449767,0.000467941,-nan,-nan,2.85051e-15
152,1.38934e+06,0,-0.671387,-nan,0.000444439,0.000462548,-nan,-nan,2.858e-15
153,1.38567e+06,0,-0.672917,-nan,0.000439176,0.000457219,-nan,-nan,2.86543e-15
154,1.38204e+06,0,-0.674429,-nan,0.000433904,0.00045203,-nan,-nan,2.87281e-15
155,1.37846e+06,0,-0.675923,-nan,0.000428766,0.000446827,-nan,-nan,2.88015e-15
156,1.37492e+06,0,-0.677399,-nan,0.00042369,0.000441686,-nan,-nan,2.88742e-15
157,1.37142e+06,0,-0.678857,-nan,0.000418674,0.000436606,-nan,-nan,2.89465e-15
158,1.36796e+06,0,-0.680298,-nan,0.000413651,0.00043166,-nan,-nan,2.90183e-15
159,1.36455e+06,0,-0.681722,-nan,0.000408688,0.000426772,-nan,-nan,2.90895e-15
160,1.36117e+06,0,-0.683129,-nan,0.000403852,0.000421871,-nan,-nan,2.91602e-15
161,1.35784e+06,0,-0.684519,-nan,0.000399073,0.000417028,-nan,-nan,2.92305e-15
162,1.35454e+06,0,-0.685893,-nan,0.000394287,0.000412313,-nan,-nan,2.93002e-15
163,1.35129e+06,0,-0.68725,-nan,0.000389623,0.000407584,-nan,-nan,2.93693e-15
164,1.34807e+06,0,-0.688591,-nan,0.000384952,0.00040298,-nan,-nan,2.9438e-15
165,1.34489e+06,0,-0.689916,-nan,0.000380399,0.000398363,-nan,-nan,2.95062e-15
166,1.34175e+06,0,-0.691225,-nan,0.00037584,0.000393868,-nan,-nan,2.95738e-15
167,1.33865e+06,0,-0.692518,-nan,0.000371396,0.00038936,-nan,-nan,2.9641e-15
168,1.33558e+06,0,-0.693797,-nan,0.000367006,0.000384906,-nan,-nan,2.97076e-15
169,1.33255e+06,0,-0.695059,-nan,0.000362608,0.000380569,-nan,-nan,2.97737e-15
170,1.32956e+06,0,-0.696307,-nan,0.000358323,0.00037622,-nan,-nan,2.98393e-15
171,1.3266e+06,0,-0.69754,-nan,0.000354031,0.000371986,-nan,-nan,2.99044e-15
172,1.32368e+06,0,-0.698758,-nan,0.000349849,0.00036774,-nan,-nan,2.9969e-15
173,1.32079e+06,0,-0.699962,-nan,0.000345716,0.000363544,-nan,-nan,3.0033e-15
174,1.31794e+06,0,-0.701151,-nan,0.000341577,0.000359459,-nan,-nan,3.00966e-15
175,1.31512e+06,0,-0.702326,-nan,0.000337488,0.000355423,-nan,-nan,3.01597e-15
176,1.31233e+06,0,-0.703488,-nan,0.000333503,0.000351375,-nan,-nan,3.02222e-15
177,1.30958e+06,0,-0.704635,-nan,0.000329566,0.000347375,-nan,-nan,3.02843e-15
178,1.30686e+06,0,-0.705768,-nan,0.000325676,0.000343423,-nan,-nan,3.03459e-15
179,1.30417e+06,0,-0.706888,-nan,0.00032178,0.000339576,-nan,-nan,3.04069e-15
180,1.30152e+06,0,-0.707995,-nan,0.000317932,0.000335774,-nan,-nan,3.04675e-15
181,1.29889e+06,0,-0.709089,-nan,0.000314181,0.000331961,-nan,-nan,3.05276e-15
182,1.2963e+06,0,-0.710169,-nan,0.000310425,0.000328249,-nan,-nan,3.05871e-15
183,1.29374e+06,0,-0.711237,-nan,0.000306764,0.000324526,-nan,-nan,3.06462e-15
184,1.29121e+06,0,-0.712291,-nan,0.000303097,0.000320901,-nan,-nan,3.07048e-15
185,1.28871e+06,0,-0.713334,-nan,0.000299426,0.000317374,-nan,-nan,3.07629e-15
186,1.28624e+06,0,-0.714363,-nan,0.000295897,0.000313781,-nan,-nan,3.08205e-15
187,1.2838e+06,0,-0.715381,-nan,0.000292411,0.000310231,-nan,-nan,3.08776e-15
188,1.28139e+06,0,-0.716386,-nan,0.000288966,0.000306724,-nan,-nan,3.09342e-15
189,1.279e+06,0,-0.71738,-nan,0.000285515,0.00030331,-nan,-nan,3.09904e-15
190,1.27665e+06,0,-0.718361,-nan,0.000282107,0.000299936,-nan,-nan,3.10461e-15
191,1.27432e+06,0,-0.719331,-nan,0.000278785,0.000296552,-nan,-nan,3.11013e-15
192,1.27202e+06,0,-0.720289,-nan,0.000275459,0.000293258,-nan,-nan,3.1156e-15
193,1.26975e+06,0,-0.721236,-nan,0.000272172,0.000290003,-nan,-nan,3.12102e-15
194,1.26751e+06,0,-0.722172,-nan,0.00026897,0.000286738,-nan,-nan,3.1264e-15
195,1.26529e+06,0,-0.723096,-nan,0.000265719,0.000283609,-nan,-nan,3.13173e-15
196,1.2631e+06,0,-0.724009,-nan,0.000262551,0.000280468,-nan,-nan,3.13701e-15
197,1.26094e+06,0,-0.724912,-nan,0.000259379,0.000277411,-nan,-nan,3.14224e-15
198,1.2588e+06,0,-0.725804,-nan,0.00025633,0.000274297,-nan,-nan,3.14743e-15
199,1.25668e+06,0,-0.726685,-nan,0.000253235,0.000271313,-nan,-nan,3.15257e-15
200,1.25459e+06,0,-0.727555,-nan,0.000250138,0.000268409,-nan,-nan,3.15767e-15
201,1.25253e+06,0,-0.728415,-nan,0.000247079,0.000265539,-nan,-nan,3.16272e-15
202,1.25049e+06,0,-0.729265,-nan,0.000244098,0.000262657,-nan,-nan,3.16773e-15
203,1.24848e+06,0,-0.730105,-nan,0.000241154,0.000259809,-nan,-nan,3.17268e-15
204,1.24649e+06,0,-0.730935,-nan,0.000238168,0.000257082,-nan,-nan,3.1776e-15
205,1.24452e+06,0,-0.731755,-nan,0.000235259,0.000254343,-nan,-nan,3.18247e-15
206,1.24258e+06,0,-0.732565,-nan,0.000232349,0.000251678,-nan,-nan,3.18729e-15
207,1.24066e+06,0,-0.733365,-nan,0.000229513,0.000249002,-nan,-nan,3.19207e-15
208,1.23876e+06,0,-0.734156,-nan,0.000226749,0.000246314,-nan,-nan,3.19681e-15
209,1.23688e+06,0,-0.734937,-nan,0.000223946,0.000243741,-nan,-nan,3.2015e-15
210,1.23503e+06,0,-0.73571,-nan,0.000221179,0.000241198,-nan,-nan,3.20615e-15
211,1.2332e+06,0,-0.736472,-nan,0.000218448,0.000238684,-nan,-nan,3.21075e-15
212,1.23139e+06,0,-0.737226,-nan,0.000215751,0.000236198,-nan,-nan,3.21531e-15
213,1.22961e+06,0,-0.737971,-nan,0.000213088,0.000233742,-nan,-nan,3.21983e-15
214,1.22784e+06,0,-0.738707,-nan,0.000210426,0.000231353,-nan,-nan,3.2243e-15
215,1.2261e+06,0,-0.739434,-nan,0.000207765,0.000229031,-nan,-nan,3.22874e-15
216,1.22437e+06,0,-0.740153,-nan,0.000205204,0.000226657,-nan,-nan,3.23313e-15
217,1.22267e+06,0,-0.740863,-nan,0.000202578,0.000224427,-nan,-nan,3.23747e-15
218,1.22099e+06,0,-0.741564,-nan,0.000200115,0.000222067,-nan,-nan,3.24178e-15
219,1.21932e+06,0,-0.742257,-nan,0.000197589,0.00021985,-nan,-nan,3.24604e-15
220,1.21768e+06,0,-0.742942,-nan,0.000195188,0.000217543,-nan,-nan,3.25027e-15
221,1.21606e+06,0,-0.743618,-nan,0.000192757,0.000215339,-nan,-nan,3.25445e-15
222,1.21445e+06,0,-0.744287,-nan,0.000190417,0.000213084,-nan,-nan,3.25859e-15
223,1.21287e+06,0,-0.744948,-nan,0.000188077,0.000210893,-nan,-nan,3.26269e-15
224,1.2113e+06,0,-0.7456,-nan,0.000185707,0.000208801,-nan,-nan,3.26675e-15
225,1.20976e+06,0,-0.746245,-nan,0.000183485,0.000206586,-nan,-nan,3.27077e-15
226,1.20823e+06,0,-0.746882,-nan,0.000181233,0.00020447,-nan,-nan,3.27476e-15
227,1.20672e+06,0,-0.747512,-nan,0.000179066,0.000202306,-nan,-nan,3.2787e-15
228,1.20523e+06,0,-0.748134,-nan,0.000176898,0.000200203,-nan,-nan,3.2826e-15
229,1.20375e+06,0,-0.748749,-nan,0.000174785,0.000198089,-nan,-nan,3.28646e-15
230,1.20229e+06,0,-0.749356,-nan,0.00017267,0.000196035,-nan,-nan,3.29029e-15
231,1.20085e+06,0,-0.749956,-nan,0.000170636,0.000193936,-nan,-nan,3.29407e-15
232,1.19943e+06,0,-0.750549,-nan,0.000168601,0.000191895,-nan,-nan,3.29782e-15
233,1.19803e+06,0,-0.751135,-nan,0.000166538,0.000189947,-nan,-nan,3.30153e-15
234,1.19664e+06,0,-0.751714,-nan,0.000164553,0.000187953,-nan,-nan,3.30521e-15
235,1.19527e+06,0,-0.752286,-nan,0.000162517,0.000186083,-nan,-nan,3.30884e-15
236,1.19391e+06,0,-0.752851,-nan,0.000160607,0.000184102,-nan,-nan,3.31244e-15
237,1.19257e+06,0,-0.75341,-nan,0.000158621,0.000182275,-nan,-nan,3.316e-15
238,1.19125e+06,0,-0.753961,-nan,0.000156661,0.000180469,-nan,-nan,3.31953e-15
239,1.18994e+06,0,-0.754507,-nan,0.000154775,0.00017862,-nan,-nan,3.32302e-15
240,1.18865e+06,0,-0.755045,-nan,0.000152889,0.000176824,-nan,-nan,3.32647e-15
241,1.18737e+06,0,-0.755578,-nan,0.00015105,0.000175017,-nan,-nan,3.32989e-15
242,1.18611e+06,0,-0.756104,-nan,0.000149142,0.000173356,-nan,-nan,3.33327e-15
243,1.18486e+06,0,-0.756623,-nan,0.00014735,0.000171589,-nan,-nan,3.33662e-15
244,1.18363e+06,0,-0.757137,-nan,0.000145559,0.000169874,-nan,-nan,3.33993e-15
245,1.18241e+06,0,-0.757644,-nan,0.000143724,0.00016827,-nan,-nan,3.3432e-15
246,1.18121e+06,0,-0.758145,-nan,0.000141935,0.000166654,-nan,-nan,3.34645e-15
247,1.18002e+06,0,-0.75864,-nan,0.000140148,0.000165086,-nan,-nan,3.34966e-15
248,1.17885e+06,0,-0.75913,-nan,0.000138428,0.000163477,-nan,-nan,3.35283e-15
249,1.17769e+06,0,-0.759613,-nan,0.00013675,0.000161856,-nan,-nan,3.35597e-15
250,1.17654e+06,0,-0.760091,-nan,0.000135012,0.000160371,-nan,-nan,3.35908e-15
251,1.17541e+06,0,-0.760563,-nan,0.000133379,0.000158787,-nan,-nan,3.36216e-15
252,1.17429e+06,0,-0.76103,-nan,0.000131706,0.000157308,-nan,-nan,3.3652e-15
253,1.17318e+06,0,-0.76149,-nan,0.000130016,0.000155902,-nan,-nan,3.36821e-15
254,1.17209e+06,0,-0.761946,-nan,0.000128408,0.000154427,-nan,-nan,3.37119e-15
255,1.17101e+06,0,-0.762396,-nan,0.000126782,0.000153026,-nan,-nan,3.37413e-15
256,1.16995e+06,0,-0.76284,-nan,0.000125198,0.000151612,-nan,-nan,3.37704e-15
257,1.16889e+06,0,-0.76328,-nan,0.000123634,0.000150214,-nan,-nan,3.37993e-15
258,1.16785e+06,0,-0.763714,-nan,0.000122165,0.000148721,-nan,-nan,3.38278e-15
259,1.16682e+06,0,-0.764143,-nan,0.000120642,0.000147356,-nan,-nan,3.3856e-15
260,1.16581e+06,0,-0.764566,-nan,0.000119069,0.000146115,-nan,-nan,3.38839e-15
261,1.1648e+06,0,-0.764985,-nan,0.00011757,0.000144807,-nan,-nan,3.39115e-15
262,1.16381e+06,0,-0.765399,-nan,0.000116091,0.000143514,-nan,-nan,3.39388e-15
263,1.16283e+06,0,-0.765807,-nan,0.000114667,0.000142182,-nan,-nan,3.39657e-15
264,1.16186e+06,0,-0.766211,-nan,0.000113211,0.000140945,-nan,-nan,3.39924e-15
265,1.1609e+06,0,-0.76661,-nan,0.000111775,0.000139723,-nan,-nan,3.40188e-15
266,1.15996e+06,0,-0.767005,-nan,0.000110376,0.000138487,-nan,-nan,3.40449e-15
267,1.15902e+06,0,-0.767394,-nan,0.000109011,0.00013724,-nan,-nan,3.40708e-15
268,1.1581e+06,0,-0.767779,-nan,0.000107601,0.000136111,-nan,-nan,3.40963e-15
269,1.15719e+06,0,-0.76816,-nan,0.00010629,0.000134865,-nan,-nan,3.41215e-15
270,1.15628e+06,0,-0.768535,-nan,0.000104934,0.000133737,-nan,-nan,3.41465e-15
271,1.15539e+06,0,-0.768907,-nan,0.000103658,0.000132519,-nan,-nan,3.41712e-15
272,1.15451e+06,0,-0.769274,-nan,0.000102339,0.000131417,-nan,-nan,3.41956e-15
273,1.15364e+06,0,-0.769636,-nan,0.000101082,0.000130252,-nan,-nan,3.42197e-15
274,1.15278e+06,0,-0.769994,-nan,9.98136e-05,0.00012915,-nan,-nan,3.42436e-15
275,1.15193e+06,0,-0.770348,-nan,9.85769e-05,0.000128036,-nan,-nan,3.42672e-15
